Student_ID,Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category
186,21.0,Female,5.9,7.6,,4.2,94.7,74.2,10.0,1.4,9.5,6.5,Good,Yes,2.6,5.1,5.45,56.79,Medium
187,23.0,Female,6.0,7.7,10.9,1.3,78.0,68.1,1.1,0.6,4.6,5.0,Average,No,6.5,2.8,6.96,31.23,Low
188,20.0,Female,2.9,5.6,9.4,1.9,84.5,75.5,3.0,1.1,2.9,2.8,Good,No,7.2,3.8,7.45,48.87,Medium
189,20.0,Male,1.4,6.5,7.8,0.8,84.6,53.9,7.3,2.2,8.7,5.3,Poor,No,2.1,6.6,6.66,32.18,Low
190,18.0,Male,5.4,6.0,7.2,3.5,92.0,81.7,4.3,1.8,4.3,7.8,Good,Yes,2.6,2.3,7.86,63.69,High
191,17.0,Female,1.1,5.6,9.1,3.5,89.6,100.0,7.5,1.9,6.4,6.5,Good,No,5.1,8.3,7.5,55.52,Medium
192,24.0,Male,4.5,7.9,1.0,5.0,73.8,76.5,5.0,0.9,8.0,7.1,Good,No,9.0,4.8,6.76,66.5,High
193,24.0,Male,3.3,8.1,4.8,2.6,95.1,75.8,4.8,3.3,9.2,7.8,Poor,Yes,6.7,,6.47,56.62,Medium
194,21.0,Female,6.6,7.5,1.4,4.9,67.1,100.0,2.0,0.8,5.8,8.8,Good,No,7.0,1.6,7.26,61.88,Medium
195,19.0,Male,3.4,5.9,7.7,4.2,64.6,57.9,4.7,3.0,2.9,7.3,Poor,Yes,0.7,16.0,6.19,38.27,Low
196,19.0,Female,6.4,7.4,4.1,7.4,76.2,83.9,6.8,1.9,6.4,6.9,Average,No,8.1,5.0,6.98,59.3,Medium
197,22.0,Female,3.2,4.5,13.5,6.0,85.1,100.0,3.8,3.1,5.2,1.0,Poor,Yes,2.6,8.5,4.02,19.64,Low
198,24.0,Female,6.2,8.7,4.7,5.7,66.7,68.0,6.2,0.4,3.2,7.3,Poor,No,2.5,5.1,5.98,52.36,Medium
199,24.0,Male,8.3,5.3,6.3,4.5,79.0,90.4,3.7,3.3,7.6,10.0,Average,No,6.3,3.3,6.02,50.5,Medium
200,22.0,Male,2.1,5.5,5.0,1.4,62.0,78.0,4.3,2.5,7.4,3.0,Poor,No,5.9,3.8,6.39,37.76,Low
201,21.0,Female,,7.1,4.8,3.5,76.5,55.7,4.4,0.4,8.5,8.3,Good,No,5.6,4.8,5.74,50.57,Medium
202,17.0,,9.7,7.3,2.9,7.0,92.6,72.0,7.0,2.6,6.0,8.5,Average,No,6.1,1.9,4.34,54.17,Medium
203,18.0,Male,4.3,6.9,2.8,3.9,69.0,74.4,7.9,4.4,1.9,6.7,Average,No,3.7,13.1,3.86,60.05,Medium
204,24.0,Male,4.3,5.6,1.0,1.5,64.1,63.6,10.0,1.9,9.6,2.7,Good,No,6.8,10.8,5.4,44.0,Low
205,21.0,Male,5.8,8.5,7.4,3.6,84.9,46.1,7.7,0.2,2.4,2.9,Average,No,6.9,4.3,,56.25,Medium
206,16.0,Male,4.3,4.8,4.9,1.2,69.8,67.6,6.8,3.4,3.5,6.4,Average,No,7.8,3.4,6.22,46.13,Low
207,17.0,Female,0.8,5.1,10.8,1.5,100.0,48.1,9.9,2.2,4.3,9.4,Poor,No,6.5,8.1,6.87,46.31,Low
208,21.0,Male,6.5,6.9,2.9,3.7,82.5,84.8,6.6,5.7,6.8,2.3,Average,No,0.2,1.1,3.66,53.52,Medium
209,16.0,Male,0.2,5.4,9.7,4.3,93.3,84.9,7.4,1.1,4.8,5.4,Average,No,3.2,2.0,8.66,43.52,Low
210,18.0,,3.4,8.6,9.9,1.6,62.9,52.1,8.1,6.1,6.9,7.6,Good,No,3.5,13.4,5.25,49.28,Medium
211,20.0,Other,6.6,5.5,9.2,2.0,85.9,76.5,6.4,3.4,3.0,5.1,Poor,No,4.5,2.0,9.07,66.67,High
212,22.0,Male,3.5,9.0,6.6,0.4,66.9,50.8,5.9,5.5,5.0,5.5,Poor,No,5.3,2.7,7.82,62.26,Medium
213,21.0,Male,2.8,8.3,5.2,2.8,77.7,68.5,5.6,0.4,7.5,,Good,No,3.7,6.5,6.7,64.68,High
214,18.0,Female,6.0,8.6,9.2,0.0,70.2,63.0,4.7,2.4,8.0,7.4,Good,Yes,5.4,1.0,3.8,44.51,Low
215,22.0,Female,2.5,9.5,4.0,2.5,93.5,83.6,4.9,1.3,7.3,7.1,Average,Yes,4.4,3.4,5.93,53.04,Medium
216,18.0,Female,1.8,7.1,6.7,3.1,84.2,45.9,8.3,15.0,6.5,3.3,Average,No,1.2,1.4,6.08,45.19,Low
217,19.0,Female,4.7,5.7,5.9,0.0,81.5,92.7,3.6,5.2,4.1,4.6,Average,,0.0,6.6,6.64,65.87,High
218,22.0,Male,3.8,6.9,3.8,1.2,97.7,97.1,6.3,1.9,3.7,6.3,Good,No,1.3,4.7,5.5,78.76,High
219,21.0,Female,1.7,6.3,6.7,2.9,80.2,72.4,5.9,1.6,7.2,6.0,Poor,Yes,0.6,2.9,5.38,40.95,Low
220,23.0,Male,5.5,6.1,7.9,2.6,93.4,50.8,2.9,1.0,5.7,6.7,Average,No,0.0,5.2,5.3,36.37,Low
221,21.0,Female,5.1,7.2,3.7,2.7,100.0,37.3,7.8,0.1,3.5,9.2,Good,No,6.1,4.8,5.0,70.28,High
222,21.0,Female,3.5,6.6,7.2,3.5,81.8,94.7,3.1,0.6,,6.0,Average,No,7.9,2.4,6.57,56.62,Medium
223,17.0,Other,3.6,6.0,1.0,0.0,83.4,100.0,4.4,5.6,4.2,7.1,Average,No,2.6,4.3,4.65,58.77,Medium
224,19.0,Male,5.1,6.7,3.4,4.3,92.4,75.8,5.8,3.9,8.6,1.0,Average,No,5.3,4.2,4.88,55.79,Medium
225,18.0,Male,6.6,7.7,4.9,2.4,98.7,54.1,9.3,4.0,4.4,4.9,Poor,Yes,8.1,4.4,8.52,76.56,High
226,18.0,Female,3.6,8.2,6.9,1.9,81.7,55.3,7.1,3.3,4.1,7.3,Good,No,5.5,10.2,5.33,63.03,Medium
227,25.0,Female,5.5,4.9,8.2,0.0,71.7,96.3,6.7,7.3,4.2,4.7,Poor,No,1.7,7.5,6.59,50.82,Medium
228,19.0,Female,5.3,6.6,6.2,2.5,91.3,78.0,9.0,2.0,4.8,3.9,Average,No,3.8,10.2,8.97,68.09,High
229,24.0,Male,6.0,6.8,7.4,3.9,87.4,57.6,5.4,6.7,6.8,10.0,Poor,No,0.9,2.0,7.92,68.2,High
230,21.0,Male,4.3,5.5,5.6,3.3,91.1,100.0,10.0,6.9,5.2,7.6,Average,No,1.8,5.2,7.94,83.77,High
231,23.0,Female,2.4,6.8,7.0,3.3,89.1,93.8,7.1,2.3,9.1,4.8,Poor,Yes,2.2,3.4,6.68,53.55,Medium
232,20.0,Male,3.3,7.2,6.9,2.4,82.7,84.9,6.3,2.9,5.3,8.5,Good,No,0.0,2.5,,62.48,Medium
233,21.0,Female,4.9,7.7,4.7,2.9,83.4,65.0,2.0,9.6,3.2,5.1,Average,Yes,4.0,8.9,8.13,60.98,Medium
234,20.0,Male,7.8,7.1,5.1,1.0,89.1,97.3,8.1,4.9,6.0,3.0,,No,0.0,1.1,4.55,60.82,Medium
235,18.0,Female,3.2,5.9,7.5,3.0,61.2,90.9,7.2,3.6,10.0,4.8,Average,No,3.8,5.1,5.86,41.49,Low
236,22.0,Female,5.8,9.6,10.5,2.1,97.3,73.1,5.5,0.9,5.5,4.3,Good,No,4.9,1.6,5.06,41.65,Low
237,18.0,Female,3.5,8.1,9.0,1.0,85.8,94.6,4.9,2.8,1.7,4.6,Poor,No,5.2,10.0,6.75,66.64,High
238,16.0,Male,4.4,7.7,3.2,4.4,69.0,93.8,10.0,3.7,3.6,3.6,Poor,No,,3.5,5.87,69.9,High
239,21.0,Female,7.2,8.3,,0.2,82.4,79.9,4.2,4.2,6.2,6.0,Poor,No,5.1,6.5,6.75,65.49,High
240,18.0,Male,5.7,7.3,4.7,3.9,97.1,54.4,6.8,0.8,1.3,7.5,Average,No,7.6,3.9,7.54,76.48,High
241,24.0,Female,1.7,8.7,6.2,4.1,83.8,56.6,6.1,7.8,9.1,5.6,Good,No,7.2,17.2,8.2,54.36,Medium
242,25.0,Male,3.1,7.1,6.1,2.1,70.5,46.5,7.5,0.8,4.6,5.5,Poor,No,3.3,4.8,7.15,53.69,Medium
243,24.0,Male,6.7,7.0,9.1,4.9,63.4,98.8,1.8,1.7,1.0,6.9,Good,No,2.1,3.4,6.67,55.47,Medium
244,19.0,Male,4.5,7.8,9.2,2.0,100.0,48.7,7.5,7.2,10.0,5.5,Poor,No,8.9,1.7,4.96,51.77,Medium
245,16.0,Male,1.9,9.0,6.0,1.9,57.4,,9.5,6.2,8.7,,Average,Yes,3.6,1.1,4.41,54.54,Medium
246,24.0,Other,2.6,9.0,5.4,0.8,84.4,46.4,1.8,3.8,4.2,5.6,Good,No,2.9,2.2,7.14,57.15,Medium
247,19.0,Male,5.6,7.8,7.3,3.0,72.4,100.0,3.9,1.4,3.5,8.1,Average,No,6.8,9.0,4.8,67.53,High
248,25.0,Female,6.2,7.7,8.7,1.3,93.6,54.1,7.2,1.3,5.3,5.8,Average,No,5.5,1.6,9.0,62.24,Medium
249,25.0,Other,4.2,7.9,7.4,1.6,64.2,80.8,5.7,2.2,9.1,4.1,Good,No,7.0,,7.07,60.7,Medium
250,23.0,Male,9.2,8.3,4.9,2.9,100.0,46.8,7.5,2.1,5.5,7.9,Average,Yes,4.7,13.0,5.66,60.96,Medium
251,19.0,Female,5.8,8.7,4.5,3.0,78.4,90.7,7.6,1.4,2.4,9.3,Poor,No,7.3,2.7,4.93,80.35,High
252,19.0,Male,3.7,6.7,3.2,5.3,77.1,,6.5,4.6,8.3,4.3,Average,No,2.8,4.2,6.71,51.22,Medium
253,23.0,Male,2.6,8.7,6.5,4.7,75.9,75.3,9.9,1.6,6.6,7.6,Average,No,2.2,9.3,9.04,76.92,High
254,19.0,Male,2.3,7.4,7.6,4.0,72.3,73.8,7.7,5.5,2.4,3.6,Good,No,1.2,7.8,6.2,56.32,Medium
255,18.0,Female,4.9,7.8,7.8,2.7,75.2,89.6,3.1,1.3,4.0,1.8,Good,No,9.1,2.1,5.51,47.04,Medium
256,20.0,Male,3.2,8.8,,2.3,89.3,64.0,7.5,1.9,5.1,7.8,Good,No,1.5,12.3,9.0,63.26,High
257,24.0,Female,7.5,8.0,9.7,3.0,57.6,94.6,5.9,2.7,5.2,7.0,Good,Yes,2.7,5.5,6.13,57.51,Medium
258,22.0,Female,7.1,8.2,2.6,2.0,70.3,80.3,7.2,1.5,7.5,6.5,Average,No,4.9,5.5,3.58,60.91,Medium
259,21.0,Female,5.5,6.5,7.0,1.7,99.4,46.7,8.6,0.8,,6.2,Average,No,5.5,1.2,7.92,64.43,High
260,17.0,Male,1.8,8.9,7.1,2.9,78.8,100.0,9.6,5.0,6.3,8.0,Poor,No,7.6,0.3,4.56,63.69,High
261,21.0,Female,2.9,7.9,5.8,1.4,72.6,78.3,6.2,3.3,7.9,4.4,Good,No,2.0,3.7,4.17,53.44,Medium
262,25.0,Female,6.7,7.2,3.9,1.5,63.4,68.9,7.8,6.8,6.5,9.3,Good,No,0.0,8.6,,70.94,High
263,17.0,Female,3.1,8.4,9.6,4.7,64.8,78.0,3.6,4.9,3.3,7.5,Good,Yes,5.3,9.3,5.34,53.24,Medium
264,20.0,Other,6.4,10.0,4.5,0.5,92.8,62.1,5.0,1.7,5.6,3.3,Good,Yes,9.8,6.7,6.95,61.99,Medium
265,23.0,Female,5.1,5.5,,1.1,69.3,72.2,4.8,7.2,4.4,3.9,Good,No,4.4,8.2,5.54,53.26,Medium
266,22.0,Male,4.3,6.0,6.1,5.3,90.5,89.2,8.3,4.2,8.0,3.9,Good,No,3.4,1.4,3.73,41.77,Low
267,22.0,Male,2.8,10.0,5.4,2.3,67.3,87.4,9.8,0.7,4.0,7.3,Poor,No,8.3,0.5,7.69,61.27,Medium
268,22.0,Male,4.0,7.6,10.6,5.5,78.4,86.2,10.0,4.8,6.3,6.8,Good,No,4.9,1.7,5.55,64.32,High
269,19.0,Male,4.6,7.2,7.2,0.9,79.1,64.2,7.9,1.2,4.1,4.7,Good,No,1.7,6.1,5.8,52.64,Medium
270,19.0,Male,6.3,6.8,5.2,3.1,70.2,59.5,8.5,7.1,1.9,6.0,Poor,Yes,0.0,2.0,5.81,61.8,Medium
271,23.0,Male,2.4,8.6,5.5,4.4,81.0,82.0,2.2,3.4,5.7,8.2,Good,No,0.0,0.8,5.64,58.19,Medium
272,23.0,Male,3.7,10.0,5.5,1.4,52.5,88.9,2.1,1.5,6.2,7.8,Good,No,1.6,2.5,6.89,50.34,Medium
273,23.0,Other,4.3,6.1,11.5,6.0,78.8,61.8,4.1,2.8,7.8,6.2,Good,Yes,5.0,4.0,6.0,46.24,Low
274,24.0,Male,5.5,6.9,7.7,2.3,85.8,70.9,3.2,0.9,7.1,7.6,Good,Yes,4.6,5.3,5.44,57.36,Medium
275,20.0,Female,2.4,6.5,2.5,3.9,69.1,82.1,7.1,1.6,2.8,9.7,Average,No,0.0,1.9,7.66,68.9,High
276,20.0,Female,1.6,8.0,5.4,1.8,82.8,73.3,9.8,0.8,5.4,7.4,Good,Yes,4.7,5.4,7.55,60.43,Medium
277,23.0,Female,5.5,8.6,5.9,5.7,82.0,,6.0,,3.2,2.8,Good,Yes,3.2,2.8,5.54,41.4,Low
278,21.0,Female,1.2,9.1,3.2,3.5,82.5,51.5,4.6,1.9,3.7,6.1,Good,Yes,10.0,3.9,6.24,44.89,Low
279,22.0,Male,6.8,8.0,1.5,6.8,62.5,48.8,6.7,1.2,6.2,7.1,Average,Yes,2.6,5.4,6.4,42.02,Low
280,23.0,Male,3.9,10.0,7.5,5.1,81.2,94.7,4.4,1.2,6.6,8.5,Average,Yes,0.0,5.9,8.23,65.05,High
281,24.0,Male,1.1,6.3,4.0,4.5,57.6,86.1,4.8,1.0,2.0,5.0,Good,No,,0.5,7.68,39.77,Low
282,19.0,Male,3.2,5.9,9.1,1.3,71.8,76.6,5.6,3.8,6.2,8.3,Average,Yes,5.6,6.1,0.0,45.89,Low
283,19.0,Female,5.0,8.9,6.0,3.2,79.9,69.0,6.9,7.8,6.2,5.3,Average,No,7.6,6.2,5.19,61.96,Medium
284,17.0,Female,3.1,7.2,4.8,2.4,82.7,83.5,2.3,3.8,3.0,4.4,Average,No,3.0,6.0,6.9,51.6,Medium
285,21.0,Male,4.2,5.2,1.0,3.0,64.3,78.4,1.5,2.0,5.2,3.3,Average,Yes,9.4,1.4,8.94,46.54,Low
286,16.0,Male,5.7,6.6,9.1,3.3,76.3,80.4,4.1,3.4,3.2,4.0,Good,No,4.9,1.4,7.97,53.35,Medium
287,20.0,Male,3.8,7.3,6.7,1.4,90.3,73.8,7.1,0.8,1.5,6.3,Poor,No,2.3,,7.22,64.81,High
288,20.0,Male,2.3,6.2,4.9,2.7,67.3,84.6,,5.1,7.8,6.0,Average,Yes,5.2,8.1,4.96,43.79,Low
289,18.0,Female,3.6,5.7,3.8,2.8,52.0,91.5,10.0,1.9,7.5,4.9,Good,No,1.5,5.2,6.23,44.82,Low
290,21.0,Male,7.0,6.7,10.0,1.2,86.9,91.3,7.9,1.0,5.1,6.0,Average,No,2.4,0.3,8.68,65.21,High
291,16.0,Female,7.6,5.6,3.3,4.4,67.8,83.2,7.5,1.5,6.5,7.8,Good,Yes,0.5,2.0,6.19,56.13,Medium
292,16.0,Male,0.2,7.8,5.1,3.4,71.7,74.9,7.9,2.1,3.0,10.0,Average,No,2.9,3.9,4.95,56.94,Medium
293,23.0,Male,6.4,4.5,7.4,4.5,81.7,83.0,6.9,2.8,7.4,5.7,Poor,No,6.1,1.4,7.69,46.37,Low
294,19.0,Female,,7.1,9.6,3.9,81.0,96.5,7.1,2.4,5.9,9.7,Average,No,3.1,5.4,6.24,69.44,High
295,17.0,Female,6.0,7.7,5.5,0.0,93.3,72.2,8.7,5.3,2.8,6.1,Average,No,5.4,3.1,5.83,87.2,High
296,20.0,Other,3.1,6.9,4.2,1.5,76.9,70.1,8.2,3.7,6.2,4.5,Poor,No,5.5,7.6,7.36,62.08,Medium
297,22.0,Female,0.7,8.4,5.7,6.0,80.9,83.9,6.7,6.1,6.3,9.2,Average,No,4.9,10.8,5.47,62.66,Medium
298,18.0,Male,5.4,5.2,8.3,4.4,58.0,88.3,10.0,3.5,4.4,4.5,Good,No,2.5,6.3,8.29,63.48,High
299,21.0,Male,2.3,6.1,8.8,0.1,88.2,73.2,6.2,1.5,2.2,5.7,Average,No,1.8,0.6,4.67,52.94,Medium
300,17.0,Female,1.4,6.6,2.6,3.8,71.0,83.1,,2.4,4.4,5.1,Average,No,3.4,4.1,8.27,61.97,Medium
301,16.0,Female,1.6,7.9,6.3,1.5,100.0,59.9,2.7,1.2,8.0,10.0,Good,No,7.8,1.2,6.07,59.38,Medium
302,20.0,,5.4,7.3,2.4,0.0,77.2,74.8,4.4,0.3,7.0,4.6,Good,No,7.1,2.7,4.26,50.88,Medium
303,20.0,Male,4.5,9.8,8.2,6.0,85.5,100.0,8.6,5.3,6.2,4.0,Average,No,5.8,2.4,7.74,57.23,Medium
304,21.0,Other,5.8,6.0,7.1,3.1,88.3,85.9,5.9,3.2,4.0,9.2,Average,No,1.6,6.0,8.08,56.08,Medium
305,22.0,Male,5.5,5.2,3.7,3.4,78.8,63.4,7.1,5.2,4.2,5.1,Poor,No,3.8,3.3,3.96,44.48,Low
306,25.0,Female,3.4,9.3,9.8,0.7,85.7,65.8,6.2,5.2,3.5,2.9,Average,No,7.3,0.2,5.81,55.02,Medium
307,20.0,Female,4.1,5.1,6.8,0.9,100.0,52.6,3.4,11.6,5.9,8.2,Average,No,4.1,2.8,6.01,58.29,Medium
308,19.0,Male,3.2,7.9,6.6,0.1,70.2,100.0,5.4,1.4,6.0,3.8,Good,No,6.4,3.6,5.92,54.29,Medium
309,23.0,Female,3.8,5.7,5.6,5.6,50.8,57.1,4.2,2.2,8.0,5.3,Average,Yes,1.7,3.7,5.95,32.15,Low
310,18.0,Male,2.3,4.3,6.0,0.0,63.1,29.5,5.0,3.9,2.2,7.6,Poor,No,1.4,9.0,7.77,29.7,Low
311,20.0,Other,5.0,6.5,5.0,5.9,93.0,49.7,4.0,3.1,5.0,6.7,Average,No,1.6,13.6,4.88,47.81,Medium
312,17.0,Male,6.4,8.2,4.1,1.2,73.8,76.0,7.1,1.2,4.0,4.4,Poor,No,0.0,4.5,5.32,58.41,Medium
313,16.0,Other,2.6,5.4,9.1,0.8,100.0,62.1,7.8,0.9,5.6,5.6,Average,No,1.9,4.7,6.48,53.11,Medium
314,25.0,Male,6.8,7.7,4.8,2.9,89.5,77.3,6.1,10.5,7.0,4.1,Good,No,3.7,2.0,8.89,70.85,High
315,23.0,Female,4.4,8.0,4.7,1.8,71.5,81.1,1.6,2.5,4.0,8.6,Average,Yes,4.0,4.1,3.58,55.29,Medium
316,22.0,Female,4.7,5.3,5.7,3.2,69.9,63.8,3.0,0.7,7.1,6.7,Poor,No,2.0,3.2,4.81,22.38,Low
317,19.0,Male,,6.7,9.6,1.4,74.2,58.4,7.4,0.7,6.8,1.5,Good,Yes,3.0,5.4,9.24,39.13,Low
318,18.0,Male,0.6,9.1,8.8,2.4,53.2,91.4,4.3,6.7,4.8,1.0,Poor,No,0.0,13.8,7.42,33.73,Low
319,17.0,Female,4.5,7.8,5.0,1.6,83.6,80.4,4.3,6.5,7.6,7.3,Average,Yes,6.7,7.9,7.08,74.49,High
320,18.0,Male,5.8,6.7,9.1,4.6,89.0,26.8,6.2,6.5,6.6,6.2,Average,Yes,3.1,4.2,6.2,36.95,Low
321,20.0,Female,2.9,7.5,6.3,3.9,67.4,47.3,4.3,0.8,4.0,7.9,Good,Yes,3.8,7.1,3.88,37.19,Low
322,22.0,Male,7.5,6.1,3.9,3.4,59.8,42.7,1.3,3.0,3.8,3.1,Average,No,0.0,4.7,6.86,29.43,Low
323,21.0,Other,5.7,8.4,,4.9,68.2,72.1,4.0,6.1,7.4,5.9,Good,No,5.8,4.0,4.8,48.78,Medium
324,18.0,Male,2.4,8.4,9.4,3.5,93.0,78.7,5.1,0.2,4.3,7.2,Good,Yes,4.6,3.1,8.76,62.02,Medium
325,25.0,Male,,7.2,11.2,3.3,90.4,71.9,4.8,4.4,7.0,3.4,Average,No,3.3,5.3,7.69,52.68,Medium
326,22.0,Male,9.2,7.3,6.8,2.8,82.8,63.7,7.5,4.1,3.1,3.8,Good,No,1.9,2.6,8.2,57.65,Medium
327,20.0,Male,1.7,5.7,4.6,1.7,100.0,93.4,6.2,2.0,7.7,,Average,No,5.1,2.9,6.21,59.45,Medium
328,21.0,Male,5.3,5.2,5.7,1.7,58.0,80.8,6.0,3.3,2.0,10.0,Good,No,1.5,3.5,3.95,48.71,Medium
329,19.0,Female,3.6,6.5,4.1,3.3,,58.6,8.5,0.7,2.0,4.9,Poor,No,6.8,5.8,10.0,57.75,Medium
330,18.0,Female,,6.9,4.5,4.8,87.3,59.8,2.6,2.3,4.5,7.5,Poor,No,7.5,0.8,4.94,39.22,Low
331,19.0,Female,,8.4,4.2,4.0,90.3,61.3,9.4,0.9,8.3,8.1,Average,No,1.6,7.6,8.19,58.66,Medium
332,22.0,Female,3.4,8.2,5.8,4.0,90.4,68.7,9.6,0.6,7.8,5.2,Good,No,5.0,3.2,6.92,67.36,High
333,16.0,Male,6.4,7.2,6.3,1.0,89.4,75.6,5.7,4.5,7.0,6.4,Average,No,1.7,5.0,3.49,58.89,Medium
334,17.0,Female,8.6,8.5,5.6,3.9,97.2,82.4,5.1,,6.7,1.6,Poor,Yes,0.0,3.5,3.55,40.68,Low
335,16.0,Male,4.3,5.8,5.4,2.3,89.9,60.2,9.0,3.8,3.9,10.0,Good,No,2.4,6.3,4.23,67.71,High
336,16.0,Female,5.8,8.4,7.9,3.3,,50.6,5.4,0.9,2.3,6.2,Good,No,3.3,16.1,4.65,50.0,Medium
337,23.0,Male,3.0,6.0,5.4,4.0,74.1,82.1,6.8,1.4,8.4,5.6,Poor,Yes,1.1,9.6,8.13,41.22,Low
338,22.0,Male,4.2,8.6,5.6,0.9,58.0,89.9,6.6,2.1,8.0,3.0,Average,No,4.7,15.4,9.03,56.93,Medium
339,20.0,Male,3.8,7.0,5.6,3.3,93.0,100.0,7.1,5.5,3.4,4.6,Good,Yes,4.8,0.6,5.18,74.17,High
340,17.0,Female,5.8,4.4,9.9,3.4,95.5,82.3,3.6,1.4,5.9,10.0,Average,No,7.9,4.1,7.89,46.55,Low
341,20.0,Male,6.6,7.9,4.8,4.8,64.1,61.9,7.0,1.1,5.1,5.6,Average,Yes,5.5,3.5,3.13,51.33,Medium
342,20.0,Female,4.0,8.1,7.5,2.1,75.1,86.0,4.1,1.1,3.2,4.6,Average,No,7.1,3.0,6.7,62.35,Medium
343,18.0,Male,7.3,,4.1,2.9,57.2,72.3,4.7,2.6,2.4,4.8,Poor,No,3.4,5.1,4.77,52.34,Medium
344,20.0,Female,7.3,6.5,6.9,3.3,78.4,50.8,8.0,7.5,6.1,1.0,Poor,No,5.2,4.2,7.1,43.28,Low
345,19.0,Female,5.9,6.8,7.4,2.1,69.2,74.1,4.9,1.2,5.1,5.9,Good,Yes,5.0,0.7,5.9,53.55,Medium
346,21.0,Male,3.2,4.5,8.7,2.0,64.8,80.1,4.6,1.1,4.5,6.8,Average,No,1.9,3.4,8.05,40.83,Low
347,21.0,Female,3.0,3.9,5.0,2.0,79.7,100.0,6.4,4.0,5.3,4.0,Average,No,4.4,2.5,5.78,36.13,Low
348,16.0,Female,2.6,8.7,3.2,2.8,100.0,76.3,9.0,3.2,5.3,6.6,Good,No,5.7,6.0,5.53,71.45,High
349,19.0,Female,6.1,5.9,4.0,6.1,90.3,60.3,10.0,1.7,6.2,6.6,Average,No,4.3,8.8,6.99,57.48,Medium
350,21.0,Female,1.8,9.4,8.4,2.8,76.7,41.0,8.5,0.7,8.2,1.0,Poor,No,4.3,3.5,8.51,20.43,Low
351,20.0,Female,5.6,8.8,11.2,3.9,79.4,52.9,8.5,2.4,7.6,6.5,Average,No,1.9,4.7,6.14,45.14,Low
352,23.0,Female,2.0,9.0,8.1,3.1,100.0,,5.9,0.6,7.2,7.1,Average,No,8.9,1.5,3.76,45.41,Low
353,,Male,5.8,6.2,2.8,2.4,96.4,100.0,10.0,6.5,4.5,3.9,Poor,No,2.3,3.0,5.38,76.43,High
354,18.0,Female,4.2,4.9,8.0,3.0,76.0,71.6,6.4,4.0,4.0,7.6,Average,No,3.1,8.1,7.16,45.44,Low
355,17.0,Male,6.9,5.6,3.6,4.4,86.5,73.4,5.9,0.9,4.0,3.4,Poor,No,7.5,7.8,5.84,47.36,Medium
356,21.0,Male,6.5,6.4,5.1,2.9,67.0,94.8,6.8,0.7,7.4,6.3,Poor,No,7.8,5.5,7.4,61.54,Medium
357,16.0,Female,7.1,3.9,6.5,2.7,80.3,85.8,6.6,0.6,7.2,6.3,Good,No,3.4,4.1,7.89,32.49,Low
358,21.0,Male,7.1,6.4,6.9,2.6,89.9,70.3,3.1,5.7,1.7,8.2,Poor,No,3.8,4.2,5.65,62.01,Medium
359,24.0,Male,4.5,6.7,6.2,1.2,93.3,95.6,4.5,9.8,7.7,7.2,Poor,No,6.6,2.0,7.65,74.26,High
360,21.0,Female,1.9,5.3,4.5,4.9,71.7,62.7,6.8,2.5,6.1,5.4,,No,6.7,2.6,4.01,32.01,Low
361,19.0,Female,2.1,5.6,8.6,2.2,93.0,80.1,4.3,5.9,5.5,10.0,Average,No,4.9,7.6,7.03,58.04,Medium
362,21.0,Female,0.0,6.7,4.7,5.6,81.9,52.4,7.4,6.4,7.9,9.2,Good,No,5.7,15.7,7.51,49.42,Medium
363,20.0,Other,2.0,7.5,9.1,3.4,76.2,79.7,6.1,2.6,6.1,3.9,Good,No,4.6,4.0,6.95,52.6,Medium
364,20.0,Female,4.3,5.8,2.6,5.5,100.0,93.3,8.1,2.5,3.5,5.4,Poor,No,0.0,2.4,9.65,69.92,High
365,24.0,Male,3.1,7.4,6.5,2.6,75.3,90.7,5.7,2.9,3.8,5.7,Good,No,6.2,2.4,6.65,71.08,High
366,19.0,Male,3.8,7.2,2.9,1.7,65.6,91.2,7.1,3.5,6.0,2.7,Good,No,,7.1,7.7,60.08,Medium
367,25.0,Female,5.2,7.1,3.9,4.9,71.3,100.0,2.0,5.8,5.9,4.0,Average,No,1.4,6.9,5.81,62.41,Medium
368,24.0,Male,3.6,6.2,4.7,2.0,89.4,70.2,2.5,2.3,6.9,7.4,Good,No,3.4,9.0,7.75,57.58,Medium
369,18.0,Female,2.0,5.3,9.8,5.3,67.2,58.7,4.2,3.9,10.0,6.2,Poor,Yes,2.6,1.6,7.45,22.48,Low
370,16.0,Female,4.1,9.2,9.3,4.0,90.8,83.2,6.7,5.1,8.3,3.3,Good,No,2.5,2.0,7.46,47.04,Medium
371,17.0,Male,2.4,7.8,8.2,5.6,68.9,59.2,4.3,3.9,3.5,5.6,Good,,9.2,4.4,10.0,73.75,High
372,16.0,Female,3.7,8.3,6.1,1.2,79.0,54.6,7.6,0.4,5.6,3.7,Average,No,6.8,8.9,5.61,45.84,Low
373,17.0,Female,6.9,6.9,6.5,4.7,100.0,70.5,6.9,3.8,4.9,4.8,Good,No,5.0,6.5,5.78,71.85,High
